Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,frequency_score,repeat_buyer_flag,subscription_flag,satisfaction_flag,promo_dependency_score,discount_sensitivity_segment,avg_spend_per_visit,spending_velocity_score,customer_lifetime_value_score,customer_lifetime_value_proxy,value_tier,value_tier_numeric,normalized_frequency_score,customer_engagement_score,low_frequency_risk,retention_risk_score,loyalty_score_v1,normalized_clv,loyalty_score_v2,normalized_spending_velocity,normalized_avg_spend,normalized_retention_risk
77,50,male,hat,accessories,43,delaware,s,teal,summer,4.2,yes,free shipping,yes,yes,32,venmo,monthly,4,1,1,1,1.0,highly promo sensitive,1.303030303030303,172,5676,5676,high,3,0.5,0.8250000000000001,0.5,0.55,0.58125,0.159170138593657,0.43291543086072115,0.2235294117647059,0.01854843100600737,0.5500000000000002
78,22,male,dress,clothing,53,delaware,l,gold,summer,3.3,yes,next day air,yes,yes,36,debit card,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.4324324324324325,265,9805,9805,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.2761953348638154,0.45039385739841387,0.3602941176470588,0.021183491337214637,0.7000000000000001
79,50,male,skirt,clothing,91,nebraska,m,maroon,spring,4.7,yes,free shipping,yes,yes,50,venmo,fortnightly,5,1,1,1,1.0,highly promo sensitive,1.7843137254901962,455,23205,23205,premium,4,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.6559816342147776,0.709201415112427,0.6397058823529411,0.0283489718506688,0.5000000000000001
80,38,male,jacket,outerwear,96,iowa,m,olive,winter,2.6,yes,2-day shipping,yes,yes,43,bank transfer,every 3 months,2,1,1,0,1.0,highly promo sensitive,2.1818181818181817,192,8448,8448,high,3,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.23773488648924412,0.3579621122320197,0.2529411764705882,0.03644349262237064,0.8500000000000002
81,19,male,sandals,footwear,72,new york,xl,blue,summer,3.8,yes,store pickup,yes,yes,24,credit card,every 3 months,2,1,1,0,1.0,highly promo sensitive,2.88,144,3600,3600,medium,2,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.10033160445540346,0.29575331646135194,0.18235294117647058,0.05066081054102615,0.8500000000000002
82,67,male,shoes,footwear,96,virginia,l,maroon,summer,2.6,yes,express,yes,yes,36,credit card,every 3 months,2,1,1,0,1.0,highly promo sensitive,2.5945945945945947,192,7104,7104,high,3,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.19964288750956552,0.3446299125891322,0.2529411764705882,0.044849001526981166,0.8500000000000002
83,19,male,pants,clothing,28,georgia,s,olive,spring,4.0,yes,2-day shipping,yes,yes,21,credit card,every 3 months,2,1,1,1,1.0,highly promo sensitive,1.2727272727272727,56,1232,1232,low,1,0.16666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.0332171300626364,0.31638089748270704,0.052941176470588235,0.017931359915787946,0.6500000000000001
84,36,male,dress,clothing,40,texas,m,turquoise,summer,4.1,yes,standard,yes,yes,34,bank transfer,weekly,7,1,1,1,1.0,highly promo sensitive,1.1428571428571428,280,9800,9800,premium,4,1.0,0.9999999999999999,0.0,0.4,0.75,0.2760536235580875,0.5630893564806246,0.38235294117647056,0.015286769529133274,0.4000000000000001
85,52,male,coat,outerwear,32,arizona,s,peach,spring,4.4,yes,standard,yes,yes,42,bank transfer,every 3 months,2,1,1,1,1.0,highly promo sensitive,0.7441860465116279,64,2752,2752,medium,2,0.16666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.07629736700393958,0.3338119215886338,0.06470588235294118,0.0071684920631235865,0.6500000000000001
86,53,male,sunglasses,accessories,95,new mexico,m,charcoal,winter,4.5,yes,next day air,yes,yes,2,debit card,bi-weekly,6,0,1,1,1.0,highly promo sensitive,31.666666666666668,570,1710,1710,low,1,0.8333333333333334,0.7916666666666667,0.16666666666666663,0.55,0.55625,0.04676473089023042,0.503965695027267,0.8088235294117647,0.6368536634058695,0.5500000000000002
87,24,male,hoodie,clothing,41,nevada,l,pink,spring,3.7,yes,2-day shipping,yes,yes,47,cash,bi-weekly,6,1,1,0,1.0,highly promo sensitive,0.8541666666666666,246,11808,11808,premium,4,0.8333333333333334,0.7416666666666667,0.16666666666666663,0.65,0.49375,0.3329648839384406,0.48384163094708166,0.3323529411764706,0.00940806548213216,0.6500000000000001
88,52,male,shoes,footwear,53,ohio,m,green,fall,3.7,yes,2-day shipping,yes,yes,44,debit card,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.1777777777777778,265,11925,11925,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.33628092849247515,0.4714238151684448,0.3602941176470588,0.015997870499767086,0.7000000000000001
89,33,male,t-shirt,clothing,47,wyoming,m,orange,fall,3.5,yes,free shipping,yes,yes,35,credit card,monthly,4,1,1,0,1.0,highly promo sensitive,1.3055555555555556,188,6768,6768,high,3,0.5,0.625,0.5,0.75,0.38125,0.19011988776464586,0.3784537254235084,0.24705882352941178,0.01859985359685899,0.7500000000000001
90,47,male,jacket,outerwear,83,california,xl,pink,fall,3.6,yes,next day air,yes,yes,15,cash,quarterly,3,1,1,0,1.0,highly promo sensitive,5.1875,249,3984,3984,medium,2,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.11121503273531162,0.349611535967163,0.33676470588235297,0.09764923138350967,0.8000000000000002
91,25,male,hat,accessories,48,south carolina,l,violet,summer,2.9,yes,express,yes,yes,29,credit card,monthly,4,1,1,0,1.0,highly promo sensitive,1.6,192,5760,5760,high,3,0.5,0.625,0.5,0.75,0.38125,0.16155088852988692,0.3696310462795781,0.2529411764705882,0.024595727690157717,0.7500000000000001
92,44,male,scarf,accessories,99,south carolina,s,green,winter,4.6,yes,standard,yes,yes,18,credit card,every 3 months,2,1,1,1,1.0,highly promo sensitive,5.2105263157894735,198,3762,3762,medium,2,0.16666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.1049230507609897,0.38324267560948366,0.26176470588235295,0.09811812421851193,0.6500000000000001
93,61,male,jacket,outerwear,87,texas,m,olive,winter,4.4,yes,2-day shipping,yes,yes,13,venmo,every 3 months,2,1,1,1,1.0,highly promo sensitive,6.214285714285714,174,2436,2436,medium,2,0.16666666666666666,0.7083333333333334,0.8333333333333334,0.65,0.46875,0.06734121248193181,0.36303020868240166,0.22647058823529412,0.11855802412799817,0.6500000000000001
94,37,male,sweater,clothing,62,florida,m,purple,fall,4.5,yes,standard,yes,yes,46,credit card,weekly,7,1,1,1,1.0,highly promo sensitive,1.3191489361702127,434,20398,20398,premium,4,1.0,0.9999999999999999,0.0,0.4,0.75,0.5764249071790948,0.713513423395036,0.6088235294117647,0.01887666030931557,0.4000000000000001
95,58,male,skirt,clothing,76,nevada,s,silver,spring,4.6,yes,free shipping,yes,yes,28,credit card,weekly,7,1,1,1,1.0,highly promo sensitive,2.6206896551724137,532,15428,15428,premium,4,1.0,0.9999999999999999,0.0,0.4,0.75,0.4355638692854916,0.6930355895440397,0.7529411764705882,0.045380384273824355,0.4000000000000001
96,37,male,sneakers,footwear,100,missouri,l,pink,fall,3.8,yes,free shipping,yes,yes,48,paypal,monthly,4,1,1,0,1.0,highly promo sensitive,2.0408163265306123,400,19600,19600,premium,4,0.5,0.625,0.5,0.75,0.38125,0.5538077827849106,0.5680974298570717,0.5588235294117647,0.033572223059717,0.7500000000000001
97,32,male,gloves,accessories,73,delaware,s,gold,spring,3.8,yes,express,yes,yes,43,venmo,every 3 months,2,1,1,0,1.0,highly promo sensitive,1.6590909090909092,146,6424,6424,high,3,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.18037014993056147,0.32435504267177495,0.18529411764705883,0.025799016316085593,0.8500000000000002
98,21,male,shoes,footwear,92,virginia,m,teal,winter,4.8,yes,store pickup,yes,yes,37,cash,annually,1,1,1,1,1.0,highly promo sensitive,2.4210526315789473,92,3496,3496,medium,2,0.0,0.65,1.0,0.7,0.4125,0.09738400929626166,0.33026087384192687,0.10588235294117647,0.041315106492523984,0.7000000000000001
99,20,male,jeans,clothing,67,new york,xl,teal,spring,2.6,yes,next day air,yes,yes,20,bank transfer,annually,1,1,1,0,1.0,highly promo sensitive,3.1904761904761907,67,1407,1407,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.03817702576311538,0.23218548842885509,0.06911764705882353,0.05698314462538859,0.9
100,26,male,hoodie,clothing,40,missouri,xl,indigo,summer,3.7,yes,express,yes,yes,33,debit card,quarterly,3,1,1,0,1.0,highly promo sensitive,1.1764705882352942,120,4080,4080,medium,2,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.11393588980528867,0.3126226594710667,0.14705882352941177,0.015971251746855663,0.8000000000000002
101,62,male,sunglasses,accessories,98,south dakota,m,maroon,fall,2.7,yes,express,yes,yes,31,cash,fortnightly,5,1,1,0,1.0,highly promo sensitive,3.0625,490,15680,15680,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.44270611909418134,0.5748491024672773,0.6911764705882353,0.05437712118187263,0.7000000000000001
102,27,male,coat,outerwear,85,north dakota,xl,white,spring,4.6,yes,express,yes,yes,50,credit card,bi-weekly,6,1,1,1,1.0,highly promo sensitive,1.6666666666666667,510,26010,26010,premium,4,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.7354816767281693,0.7723695672470161,0.7205882352941176,0.02595328408864045,0.45000000000000007
103,51,male,socks,clothing,67,oklahoma,l,violet,winter,4.8,yes,next day air,yes,yes,35,credit card,quarterly,3,1,1,1,1.0,highly promo sensitive,1.8611111111111112,201,7236,7236,high,3,0.3333333333333333,0.7666666666666667,0.6666666666666667,0.6000000000000001,0.525,0.20338406598078396,0.43775305054425473,0.2661764705882353,0.02991282358421508,0.6000000000000002
104,54,male,boots,footwear,89,west virginia,l,red,winter,4.0,yes,next day air,yes,yes,22,venmo,bi-weekly,6,1,1,1,1.0,highly promo sensitive,3.869565217391304,534,12282,12282,premium,4,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.34639911572145227,0.6432494944240769,0.7558823529411764,0.07081166942980895,0.45000000000000007
105,55,male,sunglasses,accessories,24,new hampshire,l,pink,spring,4.4,yes,2-day shipping,yes,yes,1,paypal,monthly,4,0,1,1,1.0,highly promo sensitive,12.0,96,192,192,low,1,0.5,0.675,0.5,0.65,0.44375,0.003741178471218434,0.311162353641397,0.11176470588235295,0.23637452585346375,0.6500000000000001
106,69,male,backpack,accessories,96,new york,m,charcoal,fall,3.6,yes,next day air,yes,yes,4,bank transfer,annually,1,0,1,0,1.0,highly promo sensitive,19.2,96,480,480,low,1,0.0,0.3,1.0,0.9999999999999999,0.075,0.011903749681149562,0.18651925356487292,0.11176470588235295,0.38299061688959873,1.0
107,64,male,jacket,outerwear,35,minnesota,l,white,summer,3.7,yes,standard,yes,yes,31,credit card,monthly,4,1,1,0,1.0,highly promo sensitive,1.09375,140,4480,4480,high,3,0.5,0.625,0.5,0.75,0.38125,0.12527279426352633,0.341639595639293,0.17647058823529413,0.014286783789179478,0.7500000000000001
108,28,male,sneakers,footwear,67,maryland,l,olive,winter,3.1,yes,next day air,yes,yes,46,paypal,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.425531914893617,335,15745,15745,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.44454836606864495,0.5299056536142218,0.4632352941176471,0.02104297371114972,0.7000000000000001
109,70,male,socks,clothing,79,montana,l,purple,spring,3.4,yes,next day air,yes,yes,32,bank transfer,bi-weekly,6,1,1,0,1.0,highly promo sensitive,2.393939393939394,474,15642,15642,premium,4,0.8333333333333334,0.7416666666666667,0.16666666666666663,0.65,0.49375,0.44162911317064873,0.5889329347077662,0.6676470588235294,0.0407629902539066,0.6500000000000001
110,58,male,t-shirt,clothing,85,alabama,m,violet,spring,2.6,yes,next day air,yes,yes,43,bank transfer,fortnightly,5,1,1,0,1.0,highly promo sensitive,1.9318181818181819,425,18700,18700,premium,4,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.5282997477538758,0.5856892254393468,0.5955882352941176,0.0313526561280604,0.7000000000000001
111,56,male,backpack,accessories,26,new york,m,black,summer,4.0,yes,standard,yes,yes,26,venmo,fortnightly,5,1,1,1,1.0,highly promo sensitive,0.9629629629629629,130,3510,3510,medium,2,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.09778080095229998,0.4182428881764423,0.16176470588235295,0.01162352210465606,0.5000000000000001
112,26,male,belt,accessories,75,massachusetts,l,purple,summer,5.0,yes,free shipping,yes,yes,9,credit card,annually,1,1,1,1,1.0,highly promo sensitive,7.5,75,750,750,low,1,0.0,0.65,1.0,0.7,0.4125,0.019556160190459995,0.29802112665489633,0.08088235294117647,0.1447394689558794,0.7000000000000001
113,37,male,gloves,accessories,65,florida,m,red,spring,4.3,yes,free shipping,yes,yes,28,paypal,bi-weekly,6,1,1,1,1.0,highly promo sensitive,2.2413793103448274,390,11310,11310,premium,4,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.3188504378879347,0.5912545160058752,0.5441176470588235,0.03765635648935364,0.45000000000000007
114,44,male,hat,accessories,54,new jersey,l,maroon,winter,3.1,yes,next day air,yes,yes,20,paypal,quarterly,3,1,1,0,1.0,highly promo sensitive,2.5714285714285716,162,3402,3402,medium,2,0.3333333333333333,0.5666666666666667,0.6666666666666667,0.8,0.32499999999999996,0.0947198367485758,0.3182499820776878,0.2088235294117647,0.044377263782334656,0.8000000000000002
115,70,male,coat,outerwear,95,massachusetts,s,blue,summer,3.7,yes,store pickup,yes,yes,9,cash,weekly,7,1,1,0,1.0,highly promo sensitive,9.5,665,6650,6650,high,3,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.18677550094946574,0.5750773076852541,0.9485294117647058,0.18546616091036133,0.6000000000000002
116,53,male,skirt,clothing,94,wyoming,m,gray,spring,3.8,yes,standard,yes,yes,48,debit card,every 3 months,2,1,1,0,1.0,highly promo sensitive,1.9183673469387754,188,9212,9212,premium,4,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.25938837400447806,0.3643643622741163,0.24705882352941178,0.031078752123728307,0.8500000000000002
117,55,male,shoes,footwear,86,virginia,s,blue,spring,3.4,yes,free shipping,yes,yes,12,venmo,annually,1,1,1,0,1.0,highly promo sensitive,6.615384615384615,86,1118,1118,low,1,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.02998611229203866,0.23490690400809588,0.09705882352941177,0.12672573982216623,0.9
118,50,male,sandals,footwear,32,south dakota,l,yellow,summer,4.6,yes,express,yes,yes,29,cash,fortnightly,5,1,1,1,1.0,highly promo sensitive,1.0666666666666667,160,4800,4800,high,3,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.1343423178301165,0.4398629484954427,0.20588235294117646,0.013735276502295867,0.5000000000000001
119,50,male,sweater,clothing,45,kentucky,l,orange,fall,4.8,yes,2-day shipping,yes,yes,27,cash,bi-weekly,6,1,1,1,1.0,highly promo sensitive,1.6071428571428572,270,7560,7560,high,3,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.21256695859195646,0.5187611806052239,0.36764705882352944,0.024741180161423723,0.45000000000000007
120,38,male,coat,outerwear,76,wyoming,m,orange,fall,4.3,yes,express,yes,yes,44,cash,annually,1,1,1,1,1.0,highly promo sensitive,1.6888888888888889,76,3420,3420,medium,2,0.0,0.65,1.0,0.7,0.4125,0.0952299974491965,0.3248010873425129,0.08235294117647059,0.02640580288813469,0.7000000000000001
121,64,male,hat,accessories,84,west virginia,l,red,summer,4.0,yes,express,yes,yes,32,bank transfer,annually,1,1,1,1,1.0,highly promo sensitive,2.5454545454545454,84,2772,2772,medium,2,0.0,0.65,1.0,0.7,0.4125,0.07686421222685146,0.32072600369116266,0.09411764705882353,0.04384834570500372,0.7000000000000001
122,19,male,shorts,clothing,72,virginia,m,olive,winter,4.2,yes,standard,yes,yes,11,cash,fortnightly,5,1,1,1,1.0,highly promo sensitive,6.0,360,4320,4320,high,3,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.12073803248023127,0.49392497803474755,0.5,0.11419444999001796,0.5000000000000001
123,40,male,backpack,accessories,40,washington,l,brown,spring,4.8,yes,2-day shipping,yes,yes,44,cash,fortnightly,5,1,1,1,1.0,highly promo sensitive,0.8888888888888888,200,9000,9000,premium,4,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.25337981464161213,0.4932907782618191,0.2647058823529412,0.010115126106341917,0.5000000000000001
124,57,male,sweater,clothing,89,louisiana,l,brown,fall,3.1,yes,free shipping,yes,yes,46,cash,weekly,7,1,1,0,1.0,highly promo sensitive,1.8936170212765957,623,29281,29281,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.828189212935408,0.7872191657038633,0.8867647058823529,0.030574752679219958,0.6000000000000002
125,44,male,sweater,clothing,86,nevada,m,gray,spring,3.1,yes,next day air,yes,yes,50,paypal,annually,1,1,1,0,1.0,highly promo sensitive,1.6862745098039216,86,4386,4386,high,3,0.0,0.44999999999999996,1.0,0.8999999999999999,0.2125,0.12260862171584049,0.26732478230642653,0.09705882352941177,0.02635256538231184,0.9
126,49,male,shorts,clothing,54,california,m,indigo,winter,3.6,yes,next day air,yes,yes,45,venmo,every 3 months,2,1,1,0,1.0,highly promo sensitive,1.173913043478261,108,4968,4968,high,3,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.13910381770257632,0.2987353558037448,0.12941176470588237,0.015919171578115916,0.8500000000000002
127,43,male,shorts,clothing,36,mississippi,l,pink,spring,3.9,yes,store pickup,yes,yes,48,cash,every 3 months,2,1,1,0,1.0,highly promo sensitive,0.7346938775510204,72,3528,3528,medium,2,0.16666666666666666,0.5083333333333333,0.8333333333333334,0.8500000000000001,0.26875,0.09829096165292067,0.27386262089224767,0.07647058823529412,0.006975199742504309,0.8500000000000002
128,24,male,sweater,clothing,89,mississippi,m,gray,winter,4.8,yes,next day air,yes,yes,26,credit card,weekly,7,1,1,1,1.0,highly promo sensitive,3.2962962962962963,623,16821,16821,premium,4,1.0,0.9999999999999999,0.0,0.4,0.75,0.4750446390613043,0.733618564847927,0.8867647058823529,0.05913799605155165,0.4000000000000001
129,20,male,scarf,accessories,32,california,m,gold,spring,4.7,yes,standard,yes,yes,21,credit card,fortnightly,5,1,1,1,1.0,highly promo sensitive,1.4545454545454546,160,3520,3520,medium,2,0.6666666666666666,0.8833333333333334,0.33333333333333337,0.5,0.6375,0.09806422356375592,0.42716561550221654,0.20588235294117646,0.021633786457104485,0.5000000000000001
130,24,male,dress,clothing,67,pennsylvania,xl,olive,summer,4.2,yes,2-day shipping,yes,yes,49,paypal,bi-weekly,6,1,1,1,1.0,highly promo sensitive,1.34,402,20100,20100,premium,4,0.8333333333333334,0.9416666666666668,0.16666666666666663,0.45,0.69375,0.5679789133577077,0.6819788941850016,0.5617647058823529,0.019301257736075068,0.45000000000000007
131,44,male,scarf,accessories,39,kentucky,l,violet,fall,3.7,yes,next day air,yes,yes,13,paypal,fortnightly,5,1,1,0,1.0,highly promo sensitive,2.7857142857142856,195,2730,2730,medium,2,0.6666666666666666,0.6833333333333333,0.33333333333333337,0.7,0.4375,0.0756738372587365,0.35962309794251857,0.25735294117647056,0.04874083792031486,0.7000000000000001
132,28,male,skirt,clothing,29,maine,l,indigo,summer,3.9,yes,standard,yes,yes,46,credit card,weekly,7,1,1,0,1.0,highly promo sensitive,0.6170212765957447,203,9541,9541,premium,4,1.0,0.7999999999999999,0.0,0.6000000000000001,0.5499999999999999,0.26871297792137855,0.4678730716842471,0.2691176470588235,0.0045789918572102135,0.6000000000000002
133,30,male,backpack,accessories,58,new mexico,m,orange,fall,4.7,yes,2-day shipping,yes,yes,42,paypal,weekly,7,1,1,1,1.0,highly promo sensitive,1.3488372093023255,406,17458,17458,premium,4,1.0,0.9999999999999999,0.0,0.4,0.75,0.4930986594110478,0.6761139425585725,0.5676470588235294,0.019481212886571612,0.4000000000000001
